name,description,site,github,tags,stars
JigLibJS,JigLib port for javascript,https://github.com/supereggbert/JigLibJS,https://github.com/supereggbert/JigLibJS,,0
chem,Canvas-based game engine and toolchain optimized for rapid development.\n\nFeatures:\n\n\nAutomatically creates a spritesheet for your assets and then loads the assets at runtime.\nProvides convenient API for drawing animated sprites in a canvas. Supports anchor points and rotation.\nWrite code in JavaScript or other compile-to-javascript languages such as Coffee-Script.\nUses browserify to compile your code which allows you to harness the power of code on npm.\nEverything from code to spritesheet is compiled automatically when you save.\nBootstraps the resource loading process and optionally provides a basic loading progress bar.,https://github.com/superjoe30/chem,https://github.com/superjoe30/chem,"2d, canvas, graphics, html5, sprite",0
mori,ClojureScript's persistent data structures and supporting API from the comfort of vanilla JavaScript,https://github.com/swannodette/mori,https://github.com/swannodette/mori,,0
REM,"REM is a REST library that does away with excessive configuration, confusing authentication, and incomplete libraries. Whether using an existing API or writing your own, REM is the fewest lines of code between reading documentation and getting started. And with support for popular services built-in, you might never need another web service library.",https://github.com/tcr/rem-js,https://github.com/tcr/rem-js,"api, rem, rest, stream",0
scotch,"A really classy, dead simple, markdown based, blogging framework for node.js",https://github.com/techwraith/scotch,https://github.com/techwraith/scotch,,0
MilkChart,Graphing library for MooTools. This library will generate a graph similar to Microsoft Excel.,https://github.com/theiviaxx/MilkChart/,https://github.com/theiviaxx/MilkChart/,"charts, mootools",0
fartscroll.js,You want fart noises as you scroll? We've got you covered.,https://github.com/theonion/fartscroll.js,https://github.com/theonion/fartscroll.js,,0
Atom js,"Atom is compact JavaScript framework oriented on modern browsers, which allows to support quite broad list of features without keeping a lot of cruft necessary to implement them in old browsers.",https://github.com/theshock/atomjs,https://github.com/theshock/atomjs,,0
lenticular.js,Tilt-controlled images.,https://github.com/thomasxiii/lenticular.js,https://github.com/thomasxiii/lenticular.js,,0
lsd.js,A basic browser based database implementation via localStorage and JSON,https://github.com/timculbert/lsd.js,https://github.com/timculbert/lsd.js,,0
jsface,"Small, fast, elegant, powerful, and cross platform JavaScript OOP library. Support main(), singleton, super call, private, mixins, plugins, AOP and more",https://github.com/tnhu/jsface,https://github.com/tnhu/jsface,,0
gordon,An open source Flash? runtime written in pure JavaScript.,https://github.com/tobeytailor/gordon,https://github.com/tobeytailor/gordon,flash,0
Crumble,"Crumble allows you to quickly and easily build feature tours for your website or app using small bubbles!\n\nThe bubbles are visually interesting, will draw attention and due to the small size make sure that you will write using concise language that visitors will read.\n\nThe tour itself is defined as a standard ordered list in your html, making it accessible.",https://github.com/tommoor/crumble,https://github.com/tommoor/crumble,"guide, tooltip, tour",0
Tinycon,A small library for manipulating the favicon\nTinycon allows the addition of alert bubbles and changing the favicon image. Tinycon gracefully falls back to a number in title approach for browsers that don't support canvas or dynamic favicons.\nAlerts in the favicon allow users to pin a tab and easily see if their attention is needed.,https://github.com/tommoor/tinycon,https://github.com/tommoor/tinycon,,0
ansi-canvas,Render a  node to your terminal.,https://github.com/TooTallNate/ansi-canvas,https://github.com/TooTallNate/ansi-canvas,Node,0
Fractal.js,"Simplifies Javascript package creation, distribution, and implementation. This library allows you to include a Javascript extension and all of its dependencies with one line of code.",https://github.com/traviswimer/Fractal.js,https://github.com/traviswimer/Fractal.js,,0
SignalFire.js,RTCPeerConnection signaling library/npm module. It does the signaling and then gets out of your way.,https://github.com/traviswimer/SignalFire.js,https://github.com/traviswimer/SignalFire.js,"Signaling, webrtc",0
Customizable Shortcuts,This Firefox add-on allows the user to customize shortcuts. It also helps to discover already existing shortcuts.\n\ndetect and warn about shortcut collisions\nsupport shortcut keys without id attribute\nprovide sync support for custom shortcuts\nwrite tests,https://github.com/ttaubert/customizable-shortcuts,https://github.com/ttaubert/customizable-shortcuts,,0
simple-storage,Simple localStorage / sessionStorage supporting objects and arrays,https://github.com/tuxracer/simple-storage,https://github.com/tuxracer/simple-storage,,0
BankersBox,A redis-like wrapper for javascript data storage using localStorage as the default persistent data-store.,https://github.com/twilio/BankersBox,https://github.com/twilio/BankersBox,,0
k-d Tree JavaScript Library,"A basic but super fast JavaScript implementation of the k-dimensional tree data structure.\n\nIn computer science, a k-d tree (short for k-dimensional tree) is a space-partitioning data structure for organizing points in a k-dimensional space. k-d trees are a useful data structure for several applications, such as searches involving a multidimensional search key (e.g. range searches and nearest neighbor searches). k-d trees are a special case of binary space partitioning trees.",https://github.com/ubilabs/kd-tree-javascript,https://github.com/ubilabs/kd-tree-javascript,graph,0
Lightning Touch,"JavaScript utility to make web site navigation crazy-fast on touchscreen devices like iPhone, iPad, Android, and Blackberry.",https://github.com/ucsf-ckm/LightningTouch,https://github.com/ucsf-ckm/LightningTouch,,0
COA,"COA is a parser for command line options that aim to get maximum profit from formalization your program API. Once you write definition in terms of commands, options and arguments you automaticaly get:\n- Command line help text\n- Program API for use COA-based programs as modules\n- Shell completion",https://github.com/veged/coa,https://github.com/veged/coa,"cli, command, line, optparse",0
TSM,"TSM is a a collection of vector and matrix classes written in Microsoft's new JavaScript superset TypeScript, which compiles to plain JavaScript.",https://github.com/vexator/TSM,https://github.com/vexator/TSM,"graphics, math, matrix, quaternion, typescript, vector, webgl",0
Asset,Asset manager for lazy people (think homebrew for assets).,https://github.com/visionmedia/asset,https://github.com/visionmedia/asset,"npm, obsolete",0
should,"should is an expressive, readable, test framework agnostic, assertion library for node.\n\nIt extends the Object prototype with a single non-enumerable getter that allows you to express how that object should behave.",https://github.com/visionmedia/should.js,https://github.com/visionmedia/should.js,,0
Keanu,"Keanu is a micro-lib for animation on Canvas/JS.\n\nCurrently being used on ESPN.com Gamecast (MLB, Basketball)",https://github.com/wambotron/Keanu,https://github.com/wambotron/Keanu,,0
Handsontable,jQuery Excel-like data grid editor,https://github.com/warpech/jquery-handsontable,https://github.com/warpech/jquery-handsontable,"datagrid, grid",0
es6-collections,"The aim of this repository is to provide an unobtrusive, performances oriented shim for ES6 collections such WeakMap, Map, and Set.\n\nThese global functions are already available in Firefox Nightly and Chrome Dev channel through Enable Experimental JavaScript in chrome://flags/ section.",https://github.com/WebReflection/es6-collections,https://github.com/WebReflection/es6-collections,,0
ES6 Harmony Collections,"The aim of this repository is to provide an unobtrusive, performances oriented shim for ES6 collections such WeakMap, Map, and Set.",https://github.com/WebReflection/es6-collections,https://github.com/WebReflection/es6-collections,,0
wru,"wru is an essential general purpose test framework compatible with web environment, node.js, Rhino, and now PhantomJS too.",https://github.com/WebReflection/wru,https://github.com/WebReflection/wru,"nodejs, phantomjs",0
yuno,"semantic cross platform module loader\nIn this era where JavaScript is used in both browsers and server side, there is still no module loader able to scale across platforms so .",https://github.com/WebReflection/yuno,https://github.com/WebReflection/yuno,,0
Flow JS,Flow-JS provides a continuation-esque construct that makes it much easier to express multi-step asynchronous logic in non-blocking callback-heavy environments like Node.js or javascript in the web browser.,https://github.com/willconant/flow-js,https://github.com/willconant/flow-js,,0
Functools.js,A (mostly pedagogical) library of (almost) purely functional tools in JavaScript.,https://github.com/willkurt/Functools.js,https://github.com/willkurt/Functools.js,,0
